,Open,High,Low,Last,Date
819,1698.97,1705.33,1693.9,1701.42,2018-08-20
820,1703.82,1707.63,1688.59,1694.63,2018-08-21
821,1695.94,1705.91,1695.34,1698.3,2018-08-22
822,1705.63,1709.9,1701.3,1704.8,2018-08-23
823,1701.31,1704.59,1697.59,1703.82,2018-08-24
824,1710.04,1717.45,1708.94,1717.24,2018-08-27
825,1723.96,1728.22,1716.57,1718.15,2018-08-28
826,1721.36,1723.03,1714.14,1722.26,2018-08-29
827,1726.28,1730.65,1720.41,1720.43,2018-08-30
828,1714.48,1721.99,1712.92,1721.58,2018-08-31
829,1721.94,1726.3,1718.87,1721.21,2018-09-03
830,1722.56,1724.86,1713.96,1714.41,2018-09-04
831,1709.26,1711.37,1685.95,1686.37,2018-09-05
832,1685.38,1694.05,1676.67,1693.94,2018-09-06
833,1687.95,1694.56,1683.58,1689.49,2018-09-07
834,1686.78,1692.16,1680.5,1691.51,2018-09-10
835,1690.65,1694.86,1672.4,1672.42,2018-09-11
836,1672.04,1680.54,1666.07,1679.39,2018-09-12
837,1691.04,1723.48,1690.84,1717.96,2018-09-13
838,1724.83,1727.83,1718.11,1722.21,2018-09-14
839,1717.99,1725.03,1711.57,1718.39,2018-09-17
840,1718.49,1748.76,1716.75,1744.42,2018-09-18
841,1749.63,1762.72,1747.47,1749.8,2018-09-19
842,1757.42,1762.17,1749.72,1752.11,2018-09-20
843,1758.8,1766.62,1753.32,1756.12,2018-09-21
844,1751.29,1759.51,1748.52,1749.42,2018-09-24
845,1753.66,1756.85,1745.73,1747.99,2018-09-25
846,1752.52,1755.57,1746.99,1749.93,2018-09-26
847,1751.7,1753.16,1735.58,1752.95,2018-09-27
848,1757.6,1758.95,1751.09,1756.41,2018-09-28
849,1762.3,1765.06,1757.74,1760.47,2018-10-01
850,1757.33,1762.24,1746.06,1748.09,2018-10-02
851,1753.79,1757.43,1741.96,1741.96,2018-10-03
852,1735.74,1740.59,1720.13,1729.4,2018-10-04
853,1726.41,1732.36,1718.12,1720.52,2018-10-05
854,1719.71,1728.24,1696.2,1696.22,2018-10-08
855,1699.99,1708.72,1690.92,1696.92,2018-10-09
856,1709.34,1721.82,1707.63,1721.82,2018-10-10
857,1679.27,1688.63,1673.59,1682.89,2018-10-11
858,1690.28,1699.6,1688.44,1696.16,2018-10-12
859,1697.56,1701.57,1689.83,1697.87,2018-10-16
860,1708.09,1710.39,1695.04,1695.04,2018-10-17
861,1692.15,1694.67,1681.24,1682.91,2018-10-18
862,1680.12,1681.92,1664.09,1667.91,2018-10-19
863,1669.82,1674.25,1654.9,1658.56,2018-10-22
864,1641.61,1647.9,1618.82,1623.37,2018-10-24
865,1605.91,1645.91,1596.4,1644.33,2018-10-25
866,1637.48,1639.67,1625.33,1628.96,2018-10-26
867,1632.26,1645.98,1630.73,1636.88,2018-10-29
868,1638.83,1645.31,1633.73,1638.51,2018-10-30
869,1651.07,1669.27,1649.27,1669.09,2018-10-31
870,1672.14,1674.87,1660.11,1667.55,2018-11-01
871,1675.09,1687.76,1672.09,1681.84,2018-11-02
872,1670.46,1673.01,1666.5,1670.58,2018-11-05
873,1677.45,1684.44,1669.22,1669.33,2018-11-06
874,1673.65,1676.09,1656.51,1675.33,2018-11-07
875,1685.29,1688.9,1681.25,1681.73,2018-11-08
876,1675.84,1677.51,1664.85,1668.52,2018-11-09
877,1672.85,1673.42,1654.8,1654.85,2018-11-12
878,1645.42,1664.51,1642.83,1659.78,2018-11-13
879,1655.09,1660.74,1646.24,1652.3,2018-11-14
880,1656.6,1658.02,1638.67,1638.83,2018-11-15
881,1640.47,1646.46,1632.94,1635,2018-11-16
882,1634.1,1640.53,1630.96,1636.48,2018-11-19
883,1631.81,1632.23,1610.18,1612.03,2018-11-20
884,1603.73,1622.14,1598.57,1617.33,2018-11-21
885,1616.95,1622.01,1603,1604.4,2018-11-22
886,1607.11,1623.01,1600.63,1622.1,2018-11-23
887,1621.99,1631.74,1616.97,1630.77,2018-11-26
888,1630.08,1636.89,1627.54,1634.27,2018-11-27
889,1636.59,1644.27,1635.37,1640.63,2018-11-28
890,1646.62,1650.69,1635.19,1636.49,2018-11-29
891,1640.7,1647.89,1633.44,1641.8,2018-11-30
892,1662.15,1675.43,1660.05,1672.61,2018-12-03
893,1674.53,1677.99,1669.1,1672.32,2018-12-04
894,1653.09,1658.64,1649.23,1653.73,2018-12-06
895,1656.11,1659.45,1648.33,1649.99,2018-12-07
896,1646.87,1647.88,1633.11,1633.62,2018-12-11
897,1642.42,1644.9,1632.34,1634.88,2018-12-12
898,1638.96,1642.2,1612.91,1614.99,2018-12-13
899,1613.23,1620.6,1602.42,1609.45,2018-12-14
900,1612.87,1615.63,1593.37,1601.48,2018-12-17
901,1594.1,1595.32,1580.58,1583.19,2018-12-18
902,1582.58,1601.17,1578.64,1601.12,2018-12-19
903,1594.86,1599.2,1583.11,1596.1,2018-12-20
904,1588.99,1601.58,1586.35,1595.33,2018-12-21
905,1589.69,1599.89,1588.56,1591.29,2018-12-24
906,1576.4,1576.75,1555,1556.65,2018-12-25
907,1556.95,1562,1548.99,1556.93,2018-12-26
908,1582.22,1585.77,1546.62,1548.37,2018-12-27
909,1550.87,1564.02,1549.7,1563.88,2018-12-28
910,1567.09,1575.22,1563.66,1565.94,2019-01-02
911,1571.48,1578.17,1556.77,1560.03,2019-01-03
912,1559.63,1575.13,1550.22,1575.13,2019-01-04
913,1584.74,1596.97,1582.69,1592.72,2019-01-07
914,1594.07,1597.35,1587.47,1594,2019-01-08
915,1604.21,1609.39,1587.53,1590.5,2019-01-09
916,1590.07,1599.1,1579.2,1587.63,2019-01-10
917,1591.21,1597.18,1586.93,1597.04,2019-01-11
918,1592.58,1594.06,1580.56,1582.57,2019-01-14
919,1587.17,1590.15,1574.37,1577,2019-01-15
920,1581.37,1582.44,1565.48,1577.41,2019-01-16
921,1578.14,1586.88,1576.84,1580.3,2019-01-17
922,1585.07,1588.75,1577.86,1583.77,2019-01-18
923,1586.72,1595.16,1585.24,1588.38,2019-01-21
924,1587.82,1601.8,1586.19,1601.77,2019-01-22
925,1601.72,1620.51,1600.35,1617.38,2019-01-23
926,1619.12,1628.21,1614.56,1620.53,2019-01-24
927,1625.59,1628.62,1617.78,1623.62,2019-01-25
928,1627.71,1634.7,1622.58,1625.03,2019-01-28
929,1623,1625.36,1616.45,1624.05,2019-01-29
930,1626.55,1632.83,1622.59,1632.6,2019-01-30
931,1640.34,1649.85,1639.9,1641.73,2019-01-31
932,1644.61,1655.34,1642.24,1651.4,2019-02-01
933,1655.42,1659.26,1652.14,1653.62,2019-02-04
934,1653.53,1654.98,1645.57,1653.09,2019-02-05
935,1655.14,1663.49,1653,1658.71,2019-02-06
936,1659.94,1667.01,1649.5,1653.11,2019-02-07
937,1647.63,1657.58,1637.58,1651.68,2019-02-08
938,1644.75,1647.49,1632.82,1638,2019-02-11
939,1637.48,1645.63,1635.54,1642.49,2019-02-12
940,1649.09,1657.12,1645.84,1655.73,2019-02-13
941,1658.41,1659.52,1650.13,1652.64,2019-02-14
942,1651.1,1652.06,1634.87,1636.94,2019-02-15
943,1644.99,1647.74,1635.71,1635.71,2019-02-18
944,1639.16,1647.21,1636.12,1645.38,2019-02-20
945,1646.96,1651.8,1642.49,1647.32,2019-02-21
946,1645.33,1661.09,1644.51,1659.2,2019-02-22
947,1665.3,1674.54,1664.92,1671.75,2019-02-25
948,1665.89,1670.77,1662.81,1663.56,2019-02-26
949,1663.92,1668.61,1659.62,1665.27,2019-02-27
950,1666.33,1666.74,1652.71,1653.48,2019-02-28
951,1655.27,1656.64,1640.57,1641.44,2019-03-01
952,1641.32,1643.53,1632.83,1635.3,2019-03-04
953,1633.51,1641.56,1629.55,1639,2019-03-05
954,1636.68,1639.42,1624.68,1625.51,2019-03-06
955,1624.76,1635.77,1623.32,1633.21,2019-03-07
956,1631.69,1637.46,1626.33,1630.12,2019-03-08
957,1633.45,1636.2,1625.06,1627.43,2019-03-11
958,1631.88,1633.97,1624.55,1627.59,2019-03-12
959,1626.42,1639.69,1623.75,1639.67,2019-03-13
960,1642.36,1643.56,1634.7,1635.88,2019-03-14
961,1636.82,1639.1,1625.41,1625.57,2019-03-15
962,1628.85,1630.45,1612.85,1617.57,2019-03-18
963,1617.87,1633.26,1617.01,1630.09,2019-03-19
964,1631.44,1635.42,1626.97,1627.62,2019-03-20
965,1631.79,1640.04,1631.41,1634,2019-03-21
966,1636.69,1646.94,1633.67,1646.29,2019-03-22
967,1632.03,1636.93,1617.89,1625.91,2019-03-25
968,1626.89,1634.19,1622.94,1632.32,2019-03-26
969,1632.27,1635.43,1624.26,1629.4,2019-03-27
970,1626.6,1637.6,1625.77,1634.25,2019-03-28
971,1639.31,1644.27,1635.24,1638.65,2019-03-29
972,1645.37,1651.14,1644.22,1644.64,2019-04-01
973,1650.54,1655.09,1647.93,1651.48,2019-04-02
974,1653.08,1654.02,1646.01,1649.06,2019-04-03
975,1649.39,1650.75,1640.01,1644.22,2019-04-04
976,1646.03,1649.99,1643.13,1646.18,2019-04-05
977,1650.55,1660.31,1648.23,1657.74,2019-04-09
978,1659.29,1664.68,1658.26,1662.13,2019-04-10
979,1661.57,1662.53,1656.33,1659.09,2019-04-11
980,1658,1662.6,1654.46,1660.45,2019-04-12
981,1665.68,1676,1664.04,1673.2,2019-04-17
982,1674.74,1677.14,1667.7,1675,2019-04-18
983,1675.37,1679.75,1671.83,1674.1,2019-04-19
984,1677.83,1683.79,1673.44,1673.48,2019-04-22
985,1674.82,1679.26,1670.75,1671.31,2019-04-23
986,1674.43,1676.84,1668.06,1673.43,2019-04-24
987,1673.25,1678.19,1670.84,1673.32,2019-04-25
988,1673.28,1674.01,1663.14,1667.15,2019-04-26
989,1665.57,1669.55,1663.33,1666.68,2019-04-29
990,1668.02,1676.64,1667.29,1673.52,2019-04-30
991,1677,1682.5,1675.9,1679.17,2019-05-02
992,1676.57,1682.06,1676.01,1679.05,2019-05-03
993,1669.38,1675.16,1665.58,1669.68,2019-05-07
994,1662.05,1663.4,1650.24,1654.01,2019-05-08
995,1653.12,1659.38,1646.07,1646.8,2019-05-09
996,1654.26,1656.37,1638.71,1648.69,2019-05-10
997,1648.09,1652.33,1634.93,1640.13,2019-05-13
998,1631.52,1639.63,1629.56,1633.84,2019-05-14
999,1636.83,1638.94,1621.27,1621.27,2019-05-15
1000,1623.33,1626.08,1604.76,1614.75,2019-05-16
1001,1618.99,1622.33,1606.69,1608.11,2019-05-17
1002,1608.82,1616.55,1602.56,1610.49,2019-05-21
1003,1616.55,1628.06,1616.49,1626.91,2019-05-22
1004,1622.21,1625.98,1608.26,1609.79,2019-05-23
1005,1604.67,1617.62,1599.1,1614.12,2019-05-24
1006,1619.66,1628.34,1614.05,1624.84,2019-05-27
1007,1627.86,1632.47,1618.33,1632.04,2019-05-28
1008,1631.29,1632.06,1618.71,1619.36,2019-05-29
1009,1619.26,1628.37,1618.63,1621.57,2019-05-30
1010,1620.58,1627.33,1612.17,1620.22,2019-05-31
1011,1624.65,1640.54,1622.99,1637.69,2019-06-04
1012,1647.52,1650.7,1642.35,1648.46,2019-06-05
1013,1648.54,1655.33,1643.27,1653.41,2019-06-06
1014,1656.84,1658.93,1650.3,1653.5,2019-06-07
1015,1661.72,1667.69,1661.37,1664.73,2019-06-10
1016,1667.55,1675.6,1663.36,1670.41,2019-06-11
1017,1669.08,1672.5,1665.02,1671.11,2019-06-12
1018,1669.53,1675.84,1663.39,1674.14,2019-06-13
1019,1673.55,1675.9,1667.38,1672.33,2019-06-14
1020,1674.26,1678.2,1667.15,1667.23,2019-06-17
1021,1667.3,1683.78,1665.19,1683.6,2019-06-18
1022,1693.85,1711.89,1691.95,1705.98,2019-06-19
1023,1711.37,1722.9,1708.12,1717.82,2019-06-20
1024,1722.6,1727.83,1714.09,1717.14,2019-06-21
1025,1722.64,1724.23,1713.02,1716,2019-06-24
1026,1716.05,1725.42,1707.77,1721.33,2019-06-25
1027,1717.19,1723.24,1715.41,1722.21,2019-06-26
1028,1726.77,1735.88,1725.55,1731.64,2019-06-27
1029,1731.89,1735.61,1729.46,1730.34,2019-06-28
1030,1744.13,1747.53,1739.48,1740.91,2019-07-01
1031,1738.84,1741.64,1730.05,1732.23,2019-07-02
1032,1733.51,1742.17,1729.79,1738.51,2019-07-03
1033,1741.31,1747.11,1714.98,1724.37,2019-07-04
1034,1725.45,1731.84,1719.61,1731.23,2019-07-05
1035,1727.1,1734.13,1722.53,1731.03,2019-07-08
1036,1728.46,1734.35,1721.33,1721.48,2019-07-09
1037,1726.73,1741.76,1724.58,1739.43,2019-07-10
1038,1745.85,1748.15,1738.63,1740.45,2019-07-11
1039,1744.73,1746.21,1728.36,1731.59,2019-07-12
1040,1733.77,1737.65,1727.98,1727.98,2019-07-15
1041,1726.04,1729.88,1717.82,1718.85,2019-07-17
1042,1714.75,1725.94,1714.41,1723.44,2019-07-18
1043,1734.38,1738.7,1732.16,1735.1,2019-07-19
1044,1733.24,1735.88,1723.64,1727.58,2019-07-22
1045,1730.7,1732.69,1719.93,1724.87,2019-07-23
1046,1727.81,1730.71,1720.6,1725.44,2019-07-24
1047,1727.13,1732.92,1725.47,1730.9,2019-07-25
1048,1729.26,1730.08,1714.81,1717.97,2019-07-26
1049,1718.55,1722.2,1704.03,1706.49,2019-07-30
1050,1704.04,1716.05,1702.72,1711.97,2019-07-31
1051,1706.56,1709.05,1694.93,1699.75,2019-08-01
1052,1680.52,1687.15,1671.97,1684.71,2019-08-02
1053,1675.02,1681.36,1664.73,1665.99,2019-08-05
1054,1652.72,1673.38,1647.49,1671.48,2019-08-06
1055,1672.52,1681.81,1665.14,1669.44,2019-08-07
1056,1670.93,1673.84,1660.36,1665.12,2019-08-08
1057,1672.22,1675.44,1649.52,1650.64,2019-08-09
1058,1642.82,1644.15,1619.03,1620.23,2019-08-13
1059,1634.72,1640.92,1612.09,1619.45,2019-08-14
1060,1605,1614.08,1590.55,1604.03,2019-08-15
1061,1608.98,1632.42,1607.22,1631.4,2019-08-16
1062,1639.42,1643.65,1633.79,1637.26,2019-08-19
1063,1642.82,1643.41,1621.85,1625.57,2019-08-20
1064,1628.55,1642.07,1623.24,1638.24,2019-08-21
1065,1628.1,1638.03,1627.3,1633.56,2019-08-22
1066,1637.7,1646.74,1636.2,1646.68,2019-08-23
1067,1620.36,1624.77,1609.4,1622.73,2019-08-26
1068,1625.04,1630.55,1612.1,1615.47,2019-08-27
1069,1618.3,1624.27,1615.19,1616.93,2019-08-28
1070,1621.92,1639.17,1621.06,1639.14,2019-08-29
1071,1647.06,1654.93,1643.04,1654.92,2019-08-30
1072,1651.2,1658.66,1646.59,1654.11,2019-09-02
1073,1657.3,1660.26,1642.23,1642.25,2019-09-03
1074,1650.87,1664.56,1647.29,1658.64,2019-09-04
1075,1670.91,1673.84,1663.34,1669.79,2019-09-05
1076,1677.41,1679.65,1667.61,1670.06,2019-09-06
1077,1673.22,1676.62,1666.61,1671.22,2019-09-09
1078,1675.1,1677.47,1662.28,1665.93,2019-09-10
1079,1669.36,1674.73,1661.66,1674.03,2019-09-11
1080,1678.32,1679.03,1659.42,1660.68,2019-09-12
1081,1664.37,1667.49,1655.95,1661.96,2019-09-13
1082,1666.77,1668.77,1658.65,1662.93,2019-09-16
1083,1661.59,1670.62,1659.14,1663.93,2019-09-17
1084,1663.62,1664.81,1650.64,1654.14,2019-09-18
1085,1656.66,1660.81,1638.47,1640.66,2019-09-19
1086,1641.23,1644.29,1627.9,1636.2,2019-09-20
1087,1635.31,1636.16,1620.77,1622.79,2019-09-23
1088,1623.6,1634.04,1622.75,1630.5,2019-09-24
1089,1624.69,1630.56,1621.63,1628.38,2019-09-25
1090,1633.92,1638.25,1630.81,1636.75,2019-09-26
1091,1636.42,1648.67,1630.39,1643.76,2019-09-27
1092,1643.13,1645.06,1634.1,1637.22,2019-09-30
1093,1637.59,1639.14,1623.03,1624.09,2019-10-01
1094,1617.83,1619.34,1608.89,1613.64,2019-10-02
1095,1606.38,1614.84,1605.13,1610.69,2019-10-03
1096,1613.7,1615.33,1603.61,1605.96,2019-10-04
1097,1611.74,1616.06,1607.32,1613.71,2019-10-07
1098,1620.29,1623.56,1609.27,1612.17,2019-10-08
1099,1610.65,1617.38,1603.97,1616.18,2019-10-09
1100,1614.07,1615.25,1606.71,1607.5,2019-10-10
1101,1613.47,1627.26,1613.08,1626,2019-10-11
1102,1631.05,1633.89,1621.73,1627.01,2019-10-15
1103,1629.88,1636.51,1628.87,1634.46,2019-10-16
1104,1638.98,1640.15,1630.47,1632.8,2019-10-17
1105,1634.4,1637.36,1623.38,1631.43,2019-10-18
1106,1630.43,1631.63,1619.49,1620.78,2019-10-21
1107,1625.06,1631.94,1624.44,1631.46,2019-10-22
1108,1636.07,1637.49,1617.59,1620.97,2019-10-24
1109,1620.61,1622.66,1592.66,1593.28,2019-10-25
1110,1591.64,1599.1,1579.13,1596.48,2019-10-28
1111,1601.44,1605.45,1588.82,1591.21,2019-10-29
1112,1594.4,1601.83,1589.48,1601.83,2019-10-30
1113,1606.71,1610.03,1600.23,1601.49,2019-10-31
1114,1600.73,1603.53,1589.72,1592.52,2019-11-01
1115,1601.9,1624.83,1600.95,1622.25,2019-11-04
1116,1628.73,1629.77,1617.72,1626.87,2019-11-05
1117,1627.23,1631.34,1621.34,1623.99,2019-11-06
1118,1623.64,1641.38,1620.12,1640.88,2019-11-07
1119,1641.55,1642.5,1634.5,1637.85,2019-11-08
1120,1632.77,1634.09,1619.02,1622.12,2019-11-11
1121,1625.42,1632.82,1622.18,1626.2,2019-11-12
1122,1621.91,1627.45,1610.93,1615.14,2019-11-13
1123,1616.61,1619.86,1605.32,1609.47,2019-11-14
1124,1613.3,1615.48,1595.32,1602.23,2019-11-15
1125,1605.19,1609.99,1596.8,1608,2019-11-18
1126,1605.47,1609.3,1600.05,1607.25,2019-11-19
1127,1599.42,1603.57,1595.01,1596.83,2019-11-20
1128,1594.95,1595.77,1583.77,1591.86,2019-11-21
1129,1595.38,1599.49,1591.18,1597.72,2019-11-22
1130,1603.13,1614.8,1601.76,1614.8,2019-11-25
1131,1618.15,1620.6,1608.64,1609.38,2019-11-26
1132,1611.85,1613.81,1604.34,1607.27,2019-11-27
1133,1607.97,1608.67,1595.11,1597.68,2019-11-28
1134,1594.04,1594.54,1580.08,1590.59,2019-11-29
1135,1588.59,1589.34,1566.68,1569.53,2019-12-02
1136,1562.63,1574.12,1561.46,1567.63,2019-12-03
1137,1562.22,1570.39,1556.51,1565.45,2019-12-04
1138,1571.1,1575.79,1558.5,1558.99,2019-12-06
1139,1559.84,1559.93,1548.01,1552.96,2019-12-09
1140,1555.38,1559.19,1546.51,1551.82,2019-12-11
1141,1558.6,1568.62,1557.1,1563.85,2019-12-12
1142,1577.38,1582.16,1570.07,1573.91,2019-12-13
1143,1572.64,1573.41,1549.69,1549.74,2019-12-16
1144,1551.71,1556.82,1543.22,1548.65,2019-12-17
1145,1555.55,1566.27,1554.99,1563.74,2019-12-18
1146,1558.8,1576.5,1552.88,1573.51,2019-12-19
1147,1572.61,1576.43,1566.77,1572.92,2019-12-20
1148,1574.85,1581.4,1571.3,1573.57,2019-12-23
1149,1575.03,1576.56,1567.27,1568.63,2019-12-24
1150,1566.59,1574.41,1564.85,1573,2019-12-25
1151,1573.81,1579.33,1573.44,1579.03,2019-12-26
1152,1583.46,1588.02,1568.05,1578.22,2019-12-27
1153,1581.05,1583.86,1575.92,1579.84,2019-12-30
1154,1584.35,1597.92,1583.18,1595.82,2020-01-02
1155,1596.95,1604.43,1592.9,1594.97,2020-01-03
1156,1584.13,1585.56,1565.93,1568.5,2020-01-06
1157,1578.52,1585.44,1570.04,1585.23,2020-01-07
1158,1569.82,1572.03,1555.75,1559.27,2020-01-08
1159,1572.74,1581.5,1568.16,1579.64,2020-01-09
1160,1583.48,1584.16,1573.8,1580.63,2020-01-10
1161,1586.13,1588.79,1579.34,1586.16,2020-01-13
1162,1589.68,1592.84,1579.83,1586.9,2020-01-14
1163,1582.96,1587.77,1575.98,1581.05,2020-01-15
1164,1582.77,1598.38,1581.75,1595.87,2020-01-16
1165,1600.28,1604.28,1595.96,1600.48,2020-01-17
1166,1597.5,1598.7,1586.73,1589.11,2020-01-20
1167,1584.17,1587.85,1573.26,1574.94,2020-01-21
1168,1579.25,1580.34,1566.86,1574.59,2020-01-22
1169,1570.66,1577.92,1567.1,1573.7,2020-01-23
1170,1575.07,1576.68,1567.07,1569.55,2020-01-24
1171,1546.9,1548.11,1519.03,1524.15,2020-01-27
1172,1519.55,1535.23,1507.36,1513.26,2020-01-28
1173,1522.88,1528.14,1511.15,1524.59,2020-01-29
1174,1516.36,1525.17,1515.68,1523.99,2020-01-30
1175,1528.86,1532.09,1514.14,1514.14,2020-01-31
1176,1507.28,1513.43,1495.94,1496.06,2020-02-03
1177,1501.34,1520.1,1499.21,1519.38,2020-02-04
1178,1521.67,1534.93,1516.55,1534.14,2020-02-05
1179,1538.29,1541.81,1530.51,1535.79,2020-02-06
1180,1536.28,1539.36,1527.34,1535.24,2020-02-07
1181,1538.31,1539.43,1522.97,1523.93,2020-02-11
1182,1530.59,1542.76,1529.15,1539.84,2020-02-12
1183,1539.31,1542.19,1530.44,1532.77,2020-02-13
1184,1537.16,1540.46,1524.15,1526.3,2020-02-14
1185,1528.48,1532.87,1523.74,1527.25,2020-02-17
1186,1521,1522.33,1510.52,1513.68,2020-02-18
1187,1517.78,1523.61,1501.74,1505.54,2020-02-19
1188,1504.48,1504.95,1484.51,1491.24,2020-02-20
1189,1480.53,1495.17,1476.89,1495.09,2020-02-21
1190,1473.57,1474.12,1435.56,1435.56,2020-02-24
1191,1436.24,1446.63,1416.4,1439.1,2020-02-25
1192,1425.56,1428.35,1366.41,1366.41,2020-02-26
1193,1369.83,1397.69,1355.63,1395.08,2020-02-27
1194,1348.46,1357.15,1337,1340.52,2020-02-28
1195,1355.99,1358.52,1317.45,1335.72,2020-03-02
1196,1357.72,1380.39,1352.22,1375.02,2020-03-03
1197,1361.44,1380.82,1358.24,1378.61,2020-03-04
1198,1391.35,1408.35,1390.83,1390.83,2020-03-05
1199,1373.19,1374.2,1359.75,1364.57,2020-03-06
1200,1272.95,1299.77,1249.31,1255.94,2020-03-09
1201,1262.8,1285.65,1258.7,1271.25,2020-03-10
1202,1268.56,1281.63,1238,1249.89,2020-03-11
1203,1184.16,1187.39,1095.37,1114.91,2020-03-12
1204,1008.06,1164.16,969.08,1128.91,2020-03-13
1205,1072.3,1105.2,1043.79,1046.08,2020-03-16
1206,1045.09,1068.85,1035.16,1035.17,2020-03-17
1207,1053.04,1076.16,1026.89,1048.15,2020-03-18
1208,1019.07,1048.8,1010.6,1044.19,2020-03-19
1209,1077.65,1133.56,1070.05,1127.24,2020-03-20
1210,1045.65,1065.67,1022.83,1024.46,2020-03-23
1211,1064.33,1067.51,1024.38,1033.84,2020-03-24
1212,1063.23,1099.94,1050.72,1080.03,2020-03-25
1213,1074.64,1103.59,1072.94,1091.96,2020-03-26
1214,1112.83,1124.28,1089.14,1099.76,2020-03-27
1215,1087.35,1094.12,1073.37,1087.82,2020-03-30
1216,1108.79,1127.92,1104.12,1125.86,2020-03-31
1217,1117.51,1132.1,1105.34,1105.51,2020-04-01
1218,1113.91,1142.47,1105.31,1138.27,2020-04-02
1219,1150.86,1156.59,1130.54,1138.84,2020-04-03
1220,1184.87,1220.67,1173.14,1214.95,2020-04-07
1221,1202,1213.55,1192.98,1205.77,2020-04-08
1222,1220.78,1243.5,1202.25,1210.48,2020-04-09
1223,1207.47,1221.55,1206.62,1214.72,2020-04-10
